客代,標籤分類1,標籤分類2,標籤名稱,標籤值
55,基本類別,基本類別,會員年資分組,20年以上-25年以下
55,保健,保健功效,可推薦商品類別,美容養顏
55,保健,保健功效,可推薦商品類別,強化靈活關節
55,保健,保健功效,可推薦商品類別,眼睛保健
55,保健,保健功效,可推薦商品類別,提升調節免疫力
55,保健,保健功效,可推薦商品類別,體重管理
55,保健,高健康意識,是否有高健康意識,是
55,保健,網路瀏覽行為,保健瀏覽,提升免疫
55,保健,網路瀏覽行為,保健瀏覽,葉黃素
55,保健,網路瀏覽行為,保健瀏覽,關節保養
55,保健,網路瀏覽行為,保健瀏覽,體重管理
55,宗教商品,宗教風水偏好,有無宗教商品偏好,有
55,生活,生活用品偏好,有無生活用品偏好,有
55,美容,美容偏好,有無美容偏好,有
55,美容,美容偏好,美妝保養類型偏好,護膚SPA
55,食品,食品偏好,有無食品偏好,有
55,寵物,寵物偏好,有無養寵物,有
55,寵物,寵物偏好,寵物類型,狗
56,基本類別,基本類別,性別,女
56,基本類別,基本類別,年齡區間,60-69
56,基本類別,基本類別,星座,處女座
56,基本類別,基本類別,居住縣市,高雄市岡山區
56,基本類別,基本類別,會員等級,A級會員
56,基本類別,基本類別,會員年資分組,20年以上-25年以下
56,基本類別,基本類別,職業,上班族
56,保健,保健功效,可推薦商品類別,加強心血管機能
56,保健,保健功效,可推薦商品類別,美容養顏
56,保健,保健功效,可推薦商品類別,強化靈活關節
56,保健,保健功效,可推薦商品類別,眼睛保健
56,保健,保健功效,可推薦商品類別,提升調節免疫力
56,保健,保健功效,可推薦商品類別,護肝/抗疲勞
56,保健,保健功效,可推薦商品類別,體重管理
56,保健,高健康意識,是否有高健康意識,是
56,宗教商品,宗教風水偏好,有無宗教商品偏好,有
56,生活,生活用品偏好,有無生活用品偏好,有
56,美容,美容偏好,有無美容偏好,有
56,美容,美容偏好,美妝保養類型偏好,護膚SPA
56,食品,食品偏好,有無食品偏好,有
56,食品,飲食習慣,是否為素食者,是
57,基本類別,基本類別,性別,女
57,基本類別,基本類別,年齡區間,60-69
57,基本類別,基本類別,星座,處女座
57,基本類別,基本類別,居住縣市,高雄市前鎮區
57,基本類別,基本類別,會員等級,A級會員
57,基本類別,基本類別,會員年資分組,15年以上-20年以下
57,保健,保健功效,可推薦商品類別,加強心血管機能
57,保健,保健功效,可推薦商品類別,美容養顏
57,保健,保健功效,可推薦商品類別,強化靈活關節
57,保健,保健功效,可推薦商品類別,眼睛保健
57,保健,保健功效,可推薦商品類別,提升調節免疫力
57,保健,保健功效,可推薦商品類別,腎臟保養
57,保健,保健功效,可推薦商品類別,體重管理
57,保健,高健康意識,是否有高健康意識,是
57,旅遊,旅遊偏好,旅遊國家偏好,日韓
57,旅遊,旅遊偏好,旅遊國家偏好,台灣
57,旅遊,旅遊偏好,有無旅遊偏好,有
57,生活,生活用品偏好,有無生活用品偏好,有
57,美容,美容偏好,有無美容偏好,有
57,美容,美容偏好,美妝保養類型偏好,護膚SPA
57,食品,食品偏好,有無食品偏好,有
57,食品,飲食習慣,是否為素食者,是
57,寵物,寵物偏好,有無養寵物,無
58,基本類別,基本類別,性別,女
58,基本類別,基本類別,年齡區間,60-69
58,基本類別,基本類別,星座,水瓶座
58,基本類別,基本類別,居住縣市,新北市永和區
58,基本類別,基本類別,會員等級,B級會員
58,基本類別,基本類別,會員年資分組,20年以上-25年以下
58,基本類別,基本類別,職業,上班族
58,保健,保健功效,可推薦商品類別,美容養顏
58,保健,保健功效,可推薦商品類別,眼睛保健
58,保健,保健功效,可推薦商品類別,體重管理
58,保健,高健康意識,是否有高健康意識,是
58,旅遊,旅遊偏好,旅遊國家偏好,歐美
58,旅遊,旅遊偏好,有無旅遊偏好,有
58,生活,生活用品偏好,有無生活用品偏好,有
58,美容,美容偏好,有無美容偏好,有
58,美容,美容偏好,美妝保養類型偏好,美甲
58,美容,美容偏好,美妝保養類型偏好,醫美
58,美容,美容偏好,美妝保養類型偏好,護膚SPA
58,食品,食品偏好,有無食品偏好,有
58,寵物,寵物偏好,有無養寵物,無
59,基本類別,基本類別,性別,女
59,基本類別,基本類別,年齡區間,70-79
59,基本類別,基本類別,星座,天秤座
59,基本類別,基本類別,居住縣市,台北市文山區
59,基本類別,基本類別,會員等級,C級會員
59,基本類別,基本類別,會員年資分組,20年以上-25年以下
59,基本類別,基本類別,職業,家庭主婦
59,保健,保健功效,可推薦商品類別,美容養顏
59,保健,保健功效,可推薦商品類別,眼睛保健
59,保健,高健康意識,是否有高健康意識,是
59,宗教商品,宗教風水偏好,有無宗教商品偏好,有
59,旅遊,旅遊偏好,旅遊國家偏好,日韓
59,旅遊,旅遊偏好,有無旅遊偏好,有
59,生活,生活用品偏好,有無生活用品偏好,有
59,美容,美容偏好,有無美容偏好,有
59,美容,美容偏好,美妝保養類型偏好,護膚SPA
59,食品,食品偏好,有無食品偏好,有
60,基本類別,基本類別,性別,女
60,基本類別,基本類別,年齡區間,60-69
60,基本類別,基本類別,星座,獅子座
60,基本類別,基本類別,居住縣市,新北市八里區
60,基本類別,基本類別,會員等級,A級會員
60,基本類別,基本類別,會員年資分組,20年以上-25年以下
60,基本類別,基本類別,職業,退休族
60,保健,保健功效,可推薦商品類別,加強心血管機能
60,保健,保健功效,可推薦商品類別,美容養顏
60,保健,保健功效,可推薦商品類別,強化靈活關節
60,保健,保健功效,可推薦商品類別,眼睛保健
60,保健,保健功效,可推薦商品類別,提升調節免疫力
60,保健,保健功效,可推薦商品類別,腸胃保健
60,保健,保健功效,可推薦商品類別,護肝/抗疲勞
60,保健,保健功效,可推薦商品類別,體重管理
60,保健,高健康意識,是否有高健康意識,是
60,宗教商品,宗教風水偏好,有無宗教商品偏好,有
60,旅遊,旅遊偏好,旅遊國家偏好,日韓
60,旅遊,旅遊偏好,有無旅遊偏好,有
60,生活,生活用品偏好,有無生活用品偏好,有
60,美容,美容偏好,有無美容偏好,有
60,美容,美容偏好,美妝保養類型偏好,護膚SPA
60,食品,食品偏好,有無食品偏好,有
60,食品,飲食習慣,是否為素食者,是
60,寵物,寵物偏好,有無養寵物,有
60,寵物,寵物偏好,寵物類型,狗
61,基本類別,基本類別,性別,女
61,基本類別,基本類別,年齡區間,70-79
61,基本類別,基本類別,星座,水瓶座
61,基本類別,基本類別,居住縣市,新北市中和區
61,基本類別,基本類別,會員等級,A級會員
61,基本類別,基本類別,會員年資分組,20年以上-25年以下
61,基本類別,基本類別,職業,退休族
61,保健,保健功效,可推薦商品類別,加強心血管機能
61,保健,保健功效,可推薦商品類別,安神/幫助入睡
61,保健,保健功效,可推薦商品類別,美容養顏
61,保健,保健功效,可推薦商品類別,強化靈活關節
61,保健,保健功效,可推薦商品類別,提升調節免疫力
61,保健,保健功效,可推薦商品類別,腎臟保養
61,保健,保健功效,可推薦商品類別,體重管理
61,保健,高健康意識,是否有高健康意識,是
61,宗教商品,宗教風水偏好,有無宗教商品偏好,有
61,生活,生活用品偏好,有無生活用品偏好,有
61,美容,美容偏好,有無美容偏好,有
61,美容,美容偏好,美妝保養類型偏好,護膚SPA
61,食品,食品偏好,有無食品偏好,有
61,食品,飲食習慣,是否為素食者,是
61,寵物,寵物偏好,有無養寵物,無
62,基本類別,基本類別,性別,女
62,基本類別,基本類別,年齡區間,60-69
62,基本類別,基本類別,星座,雙魚座
62,基本類別,基本類別,居住縣市,台北市文山區
62,基本類別,基本類別,會員等級,A級會員
62,基本類別,基本類別,會員年資分組,20年以上-25年以下
62,保健,保健功效,可推薦商品類別,加強心血管機能
62,保健,保健功效,可推薦商品類別,美容養顏
62,保健,保健功效,可推薦商品類別,眼睛保健
62,保健,保健功效,可推薦商品類別,提升記憶力
62,保健,保健功效,可推薦商品類別,提升調節免疫力
62,保健,保健功效,可推薦商品類別,腎臟保養
62,保健,高健康意識,是否有高健康意識,是
62,旅遊,旅遊偏好,旅遊國家偏好,台灣
62,旅遊,旅遊偏好,有無旅遊偏好,有
62,生活,生活用品偏好,有無生活用品偏好,有
62,美容,美容偏好,有無美容偏好,有
62,美容,美容偏好,美妝保養類型偏好,護膚SPA
62,食品,食品偏好,有無食品偏好,有
62,食品,飲食習慣,是否為素食者,是
63,基本類別,基本類別,性別,女
63,基本類別,基本類別,年齡區間,60-69
63,基本類別,基本類別,星座,天秤座
63,基本類別,基本類別,居住縣市,新北市新店區
63,基本類別,基本類別,會員等級,A級會員
63,基本類別,基本類別,會員年資分組,20年以上-25年以下
63,保健,保健功效,可推薦商品類別,加強心血管機能
63,保健,保健功效,可推薦商品類別,安神/幫助入睡
63,保健,保健功效,可推薦商品類別,美容養顏
63,保健,保健功效,可推薦商品類別,強化靈活關節
63,保健,保健功效,可推薦商品類別,眼睛保健
63,保健,保健功效,可推薦商品類別,提升調節免疫力
63,保健,保健功效,可推薦商品類別,腸胃保健
63,保健,保健功效,可推薦商品類別,體重管理
63,保健,高健康意識,是否有高健康意識,是
63,生活,生活用品偏好,有無生活用品偏好,有
63,美容,美容偏好,有無美容偏好,有
63,美容,美容偏好,美妝保養類型偏好,醫美
63,美容,美容偏好,美妝保養類型偏好,護膚SPA
63,食品,食品偏好,有無食品偏好,有
63,食品,飲食習慣,是否為素食者,是
64,基本類別,基本類別,性別,女
64,基本類別,基本類別,年齡區間,70-79
64,基本類別,基本類別,星座,射手座
64,基本類別,基本類別,居住縣市,新北市三重區
64,基本類別,基本類別,會員等級,A級會員
64,基本類別,基本類別,會員年資分組,20年以上-25年以下
64,保健,保健功效,可推薦商品類別,加強心血管機能
64,保健,保健功效,可推薦商品類別,美容養顏
64,保健,保健功效,可推薦商品類別,強化靈活關節
64,保健,保健功效,可推薦商品類別,眼睛保健
64,保健,保健功效,可推薦商品類別,提升記憶力
64,保健,保健功效,可推薦商品類別,提升調節免疫力
64,保健,高健康意識,是否有高健康意識,是
64,宗教商品,宗教風水偏好,有無宗教商品偏好,有
64,旅遊,旅遊偏好,旅遊國家偏好,日韓
64,旅遊,旅遊偏好,有無旅遊偏好,有
64,生活,生活用品偏好,有無生活用品偏好,有
64,美容,美容偏好,有無美容偏好,有
64,美容,美容偏好,美妝保養類型偏好,彩妝
64,美容,美容偏好,美妝保養類型偏好,護膚SPA
64,食品,食品偏好,有無食品偏好,有
65,基本類別,基本類別,性別,女
65,基本類別,基本類別,年齡區間,60-69
65,基本類別,基本類別,星座,雙魚座
65,基本類別,基本類別,居住縣市,新北市永和區
65,基本類別,基本類別,會員等級,C級會員
65,基本類別,基本類別,會員年資分組,20年以上-25年以下
65,保健,保健功效,可推薦商品類別,眼睛保健
65,保健,高健康意識,是否有高健康意識,是
65,旅遊,旅遊偏好,旅遊國家偏好,日韓
65,旅遊,旅遊偏好,旅遊國家偏好,歐美
65,旅遊,旅遊偏好,有無旅遊偏好,有
65,生活,生活用品偏好,有無生活用品偏好,有
65,美容,美容偏好,有無美容偏好,有
65,美容,美容偏好,美妝保養類型偏好,護膚SPA
65,食品,食品偏好,有無食品偏好,有
65,寵物,寵物偏好,有無養寵物,無
66,基本類別,基本類別,性別,女
66,基本類別,基本類別,年齡區間,70-79
66,基本類別,基本類別,星座,射手座
66,基本類別,基本類別,居住縣市,台中市豐原區
66,基本類別,基本類別,會員等級,A級會員
66,基本類別,基本類別,會員年資分組,15年以上-20年以下
66,保健,保健功效,可推薦商品類別,加強心血管機能
66,保健,保健功效,可推薦商品類別,男仕精壯
66,保健,保健功效,可推薦商品類別,美容養顏
66,保健,保健功效,可推薦商品類別,強化靈活關節
66,保健,保健功效,可推薦商品類別,眼睛保健
66,保健,保健功效,可推薦商品類別,提升調節免疫力
66,保健,保健功效,可推薦商品類別,腎臟保養
66,保健,保健功效,可推薦商品類別,體重管理
66,保健,高健康意識,是否有高健康意識,是
66,宗教商品,宗教風水偏好,有無宗教商品偏好,有
66,旅遊,旅遊偏好,旅遊國家偏好,歐美
66,旅遊,旅遊偏好,有無旅遊偏好,有
66,生活,生活用品偏好,有無生活用品偏好,有
66,美容,美容偏好,有無美容偏好,有
66,美容,美容偏好,美妝保養類型偏好,護膚SPA
66,食品,食品偏好,有無食品偏好,有
66,寵物,寵物偏好,有無養寵物,無
67,基本類別,基本類別,性別,女
67,基本類別,基本類別,年齡區間,70-79
67,基本類別,基本類別,星座,處女座
67,基本類別,基本類別,居住縣市,台北市內湖區
67,基本類別,基本類別,會員等級,A級會員
67,基本類別,基本類別,會員年資分組,15年以上-20年以下
67,基本類別,基本類別,職業,退休族
67,保健,保健功效,可推薦商品類別,加強心血管機能
67,保健,保健功效,可推薦商品類別,強化靈活關節
67,保健,保健功效,可推薦商品類別,提升調節免疫力
67,保健,保健功效,可推薦商品類別,體重管理
67,保健,高健康意識,是否有高健康意識,是
67,旅遊,旅遊偏好,旅遊國家偏好,日韓
67,旅遊,旅遊偏好,有無旅遊偏好,有
67,生活,生活用品偏好,有無生活用品偏好,有
67,美容,美容偏好,有無美容偏好,有
67,美容,美容偏好,美妝保養類型偏好,護膚SPA
67,食品,食品偏好,有無食品偏好,有
67,食品,飲食習慣,是否為素食者,是
67,寵物,寵物偏好,有無養寵物,無
68,基本類別,基本類別,性別,女
68,基本類別,基本類別,年齡區間,50-59
68,基本類別,基本類別,星座,巨蟹座
68,基本類別,基本類別,居住縣市,高雄市楠梓區
68,基本類別,基本類別,會員等級,A級會員
68,基本類別,基本類別,會員年資分組,20年以上-25年以下
68,保健,保健功效,可推薦商品類別,安神/幫助入睡
68,保健,保健功效,可推薦商品類別,美容養顏
68,保健,保健功效,可推薦商品類別,強化靈活關節
68,保健,保健功效,可推薦商品類別,眼睛保健
68,保健,保健功效,可推薦商品類別,提升調節免疫力
68,保健,保健功效,可推薦商品類別,腸胃保健
68,保健,保健功效,可推薦商品類別,體重管理
68,保健,高健康意識,是否有高健康意識,是
68,旅遊,旅遊偏好,旅遊國家偏好,日韓
68,旅遊,旅遊偏好,有無旅遊偏好,有
68,生活,生活用品偏好,有無生活用品偏好,有
68,美容,美容偏好,有無美容偏好,有
68,美容,美容偏好,美妝保養類型偏好,護膚SPA
68,食品,食品偏好,有無食品偏好,有
68,食品,飲食習慣,是否為素食者,是
69,基本類別,基本類別,性別,男
69,基本類別,基本類別,年齡區間,50-59
69,基本類別,基本類別,星座,雙子座
69,基本類別,基本類別,居住縣市,新北市土城區
69,基本類別,基本類別,會員等級,A級會員
69,基本類別,基本類別,會員年資分組,15年以上-20年以下
69,基本類別,基本類別,職業,上班族
69,保健,保健功效,可推薦商品類別,加強心血管機能
69,保健,保健功效,可推薦商品類別,美容養顏
69,保健,保健功效,可推薦商品類別,強化靈活關節
69,保健,保健功效,可推薦商品類別,眼睛保健
69,保健,保健功效,可推薦商品類別,提升調節免疫力
69,保健,保健功效,可推薦商品類別,腎臟保養
69,保健,高健康意識,是否有高健康意識,是
69,宗教商品,宗教風水偏好,有無宗教商品偏好,有
69,旅遊,旅遊偏好,旅遊國家偏好,日韓
69,旅遊,旅遊偏好,旅遊國家偏好,東南亞
69,旅遊,旅遊偏好,旅遊國家偏好,歐美
69,旅遊,旅遊偏好,有無旅遊偏好,有
69,生活,生活用品偏好,有無生活用品偏好,有
69,美容,美容偏好,有無美容偏好,有
69,美容,美容偏好,美妝保養類型偏好,護膚SPA
69,食品,食品偏好,有無食品偏好,有
69,食品,飲食習慣,是否為素食者,是
70,基本類別,基本類別,性別,女
70,基本類別,基本類別,年齡區間,70-79
70,基本類別,基本類別,星座,雙子座
70,基本類別,基本類別,居住縣市,新北市板橋區
70,基本類別,基本類別,會員等級,A級會員
70,基本類別,基本類別,會員年資分組,20年以上-25年以下
70,基本類別,基本類別,職業,上班族
70,保健,保健功效,可推薦商品類別,加強心血管機能
70,保健,保健功效,可推薦商品類別,強化靈活關節
70,保健,保健功效,可推薦商品類別,眼睛保健
70,保健,保健功效,可推薦商品類別,提升調節免疫力
70,保健,保健功效,可推薦商品類別,體重管理
70,保健,高健康意識,是否有高健康意識,是
70,保健,網路瀏覽行為,保健瀏覽,提升免疫
70,保健,網路瀏覽行為,保健瀏覽,關節保養
70,保健,網路瀏覽行為,保健瀏覽,體重管理
70,宗教商品,宗教風水偏好,有無宗教商品偏好,有
70,旅遊,旅遊偏好,旅遊國家偏好,日韓
70,旅遊,旅遊偏好,有無旅遊偏好,有
70,生活,生活用品偏好,有無生活用品偏好,有
70,美容,美容偏好,有無美容偏好,有
70,食品,食品偏好,有無食品偏好,有
70,食品,飲食習慣,是否為素食者,是
71,基本類別,基本類別,性別,女
71,基本類別,基本類別,年齡區間,50-59
71,基本類別,基本類別,星座,獅子座
71,基本類別,基本類別,居住縣市,高雄市三民區
71,基本類別,基本類別,會員等級,A級會員
71,基本類別,基本類別,會員年資分組,20年以上-25年以下
71,保健,保健功效,可推薦商品類別,美容養顏
71,保健,保健功效,可推薦商品類別,眼睛保健
71,保健,保健功效,可推薦商品類別,提升調節免疫力
71,保健,保健功效,可推薦商品類別,體重管理
71,保健,高健康意識,是否有高健康意識,是
71,生活,生活用品偏好,有無生活用品偏好,有
71,美容,美容偏好,有無美容偏好,有
71,美容,美容偏好,美妝保養類型偏好,醫美
71,美容,美容偏好,美妝保養類型偏好,護膚SPA
71,食品,食品偏好,有無食品偏好,有
71,寵物,寵物偏好,有無養寵物,有
71,寵物,寵物偏好,寵物類型,狗
71,寵物,寵物偏好,寵物類型,鳥類
72,基本類別,基本類別,性別,女
72,基本類別,基本類別,年齡區間,50-59
72,基本類別,基本類別,星座,金牛座
72,基本類別,基本類別,居住縣市,新北市淡水區
72,基本類別,基本類別,會員等級,A級會員
72,基本類別,基本類別,會員年資分組,20年以上-25年以下
72,保健,保健功效,可推薦商品類別,加強心血管機能
72,保健,保健功效,可推薦商品類別,美容養顏
72,保健,保健功效,可推薦商品類別,眼睛保健
72,保健,保健功效,可推薦商品類別,提升調節免疫力
72,保健,保健功效,可推薦商品類別,體重管理
72,保健,高健康意識,是否有高健康意識,是
72,生活,生活用品偏好,有無生活用品偏好,有
72,美容,美容偏好,有無美容偏好,有
72,食品,食品偏好,有無食品偏好,有
72,寵物,寵物偏好,有無養寵物,無
73,基本類別,基本類別,性別,女
73,基本類別,基本類別,年齡區間,70-79
73,基本類別,基本類別,星座,獅子座
73,基本類別,基本類別,居住縣市,台中市北屯區
73,基本類別,基本類別,會員等級,A級會員
73,基本類別,基本類別,會員年資分組,20年以上-25年以下
73,保健,保健功效,可推薦商品類別,美容養顏
73,保健,保健功效,可推薦商品類別,提升調節免疫力
73,保健,保健功效,可推薦商品類別,體重管理
73,宗教商品,宗教風水偏好,有無宗教商品偏好,有
73,旅遊,旅遊偏好,旅遊國家偏好,大陸
73,旅遊,旅遊偏好,旅遊國家偏好,日韓
73,旅遊,旅遊偏好,旅遊國家偏好,台灣
73,旅遊,旅遊偏好,旅遊國家偏好,紐澳
73,旅遊,旅遊偏好,旅遊國家偏好,歐美
73,旅遊,旅遊偏好,有無旅遊偏好,有
73,生活,生活用品偏好,有無生活用品偏好,有
73,美容,美容偏好,有無美容偏好,有
73,美容,美容偏好,美妝保養類型偏好,護膚SPA
73,食品,食品偏好,有無食品偏好,有
73,寵物,寵物偏好,有無養寵物,無
74,基本類別,基本類別,性別,女
74,基本類別,基本類別,年齡區間,70-79
74,基本類別,基本類別,星座,處女座
74,基本類別,基本類別,居住縣市,新竹縣竹北市
74,基本類別,基本類別,會員等級,A級會員
74,基本類別,基本類別,會員年資分組,15年以上-20年以下
74,基本類別,基本類別,職業,退休族
74,保健,保健功效,可推薦商品類別,加強心血管機能
74,保健,保健功效,可推薦商品類別,美容養顏
74,保健,保健功效,可推薦商品類別,強化靈活關節
74,保健,保健功效,可推薦商品類別,眼睛保健
74,保健,保健功效,可推薦商品類別,提升調節免疫力
74,保健,保健功效,可推薦商品類別,腸胃保健
74,保健,保健功效,可推薦商品類別,護肝/抗疲勞
74,保健,高健康意識,是否有高健康意識,是
74,生活,生活用品偏好,有無生活用品偏好,有
74,美容,美容偏好,有無美容偏好,有
74,美容,美容偏好,美妝保養類型偏好,護膚SPA
74,食品,食品偏好,有無食品偏好,有
74,食品,飲食習慣,是否為素食者,是
74,寵物,寵物偏好,有無養寵物,無
75,基本類別,基本類別,性別,女
75,基本類別,基本類別,年齡區間,80以上
75,基本類別,基本類別,星座,白羊座
75,基本類別,基本類別,居住縣市,新北市淡水區
75,基本類別,基本類別,會員等級,A級會員
75,基本類別,基本類別,會員年資分組,15年以上-20年以下
75,基本類別,基本類別,職業,退休族
75,保健,保健功效,可推薦商品類別,加強心血管機能
75,保健,保健功效,可推薦商品類別,安神/幫助入睡
75,保健,保健功效,可推薦商品類別,血糖控制
75,保健,保健功效,可推薦商品類別,美容養顏
75,保健,保健功效,可推薦商品類別,強化靈活關節
75,保健,保健功效,可推薦商品類別,眼睛保健
75,保健,保健功效,可推薦商品類別,提升記憶力
75,保健,保健功效,可推薦商品類別,提升調節免疫力
75,保健,保健功效,可推薦商品類別,腎臟保養
75,保健,保健功效,可推薦商品類別,腸胃保健
75,保健,保健功效,可推薦商品類別,體重管理
75,保健,高健康意識,是否有高健康意識,是
75,生活,生活用品偏好,有無生活用品偏好,有
75,美容,美容偏好,有無美容偏好,有
75,食品,食品偏好,有無食品偏好,有
76,基本類別,基本類別,性別,女
76,基本類別,基本類別,年齡區間,80以上
76,基本類別,基本類別,星座,白羊座
76,基本類別,基本類別,居住縣市,台中市北區
76,基本類別,基本類別,會員等級,A級會員
76,基本類別,基本類別,會員年資分組,15年以上-20年以下
76,基本類別,基本類別,職業,退休族
76,保健,保健功效,可推薦商品類別,加強心血管機能
76,保健,保健功效,可推薦商品類別,美容養顏
76,保健,保健功效,可推薦商品類別,強化靈活關節
76,保健,保健功效,可推薦商品類別,眼睛保健
76,保健,保健功效,可推薦商品類別,提升調節免疫力
76,保健,保健功效,可推薦商品類別,體重管理
76,保健,高健康意識,是否有高健康意識,是
76,旅遊,旅遊偏好,旅遊國家偏好,大陸
76,旅遊,旅遊偏好,旅遊國家偏好,日韓
76,旅遊,旅遊偏好,旅遊國家偏好,台灣
76,旅遊,旅遊偏好,旅遊國家偏好,紐澳
76,旅遊,旅遊偏好,旅遊國家偏好,歐美
76,旅遊,旅遊偏好,有無旅遊偏好,有
76,生活,生活用品偏好,有無生活用品偏好,有
76,美容,美容偏好,有無美容偏好,有
76,美容,美容偏好,美妝保養類型偏好,護膚SPA
76,食品,食品偏好,有無食品偏好,有
76,食品,飲食習慣,是否為素食者,是
76,寵物,寵物偏好,有無養寵物,無
77,基本類別,基本類別,性別,女
77,基本類別,基本類別,年齡區間,70-79
77,基本類別,基本類別,星座,摩羯座
77,基本類別,基本類別,居住縣市,台南市北區
77,基本類別,基本類別,會員等級,A級會員
77,基本類別,基本類別,會員年資分組,15年以上-20年以下
77,保健,保健功效,可推薦商品類別,加強心血管機能
77,保健,保健功效,可推薦商品類別,美容養顏
77,保健,保健功效,可推薦商品類別,強化靈活關節
77,保健,保健功效,可推薦商品類別,提升記憶力
77,保健,保健功效,可推薦商品類別,提升調節免疫力
77,保健,保健功效,可推薦商品類別,體重管理
77,保健,高健康意識,是否有高健康意識,是
77,生活,生活用品偏好,有無生活用品偏好,有
77,美容,美容偏好,有無美容偏好,有
77,食品,食品偏好,有無食品偏好,有
77,食品,飲食習慣,是否為素食者,是
78,基本類別,基本類別,性別,女
78,基本類別,基本類別,年齡區間,70-79
78,基本類別,基本類別,星座,雙魚座
78,基本類別,基本類別,居住縣市,新北市新店區
78,基本類別,基本類別,會員等級,A級會員
78,基本類別,基本類別,會員年資分組,15年以上-20年以下
78,保健,保健功效,可推薦商品類別,安神/幫助入睡
78,保健,保健功效,可推薦商品類別,美容養顏
78,保健,保健功效,可推薦商品類別,強化靈活關節
78,保健,保健功效,可推薦商品類別,眼睛保健
78,保健,保健功效,可推薦商品類別,提升記憶力
78,保健,保健功效,可推薦商品類別,提升調節免疫力
78,保健,保健功效,可推薦商品類別,體重管理
78,保健,高健康意識,是否有高健康意識,是
78,宗教商品,宗教風水偏好,有無宗教商品偏好,有
78,生活,生活用品偏好,有無生活用品偏好,有
78,美容,美容偏好,有無美容偏好,有
78,食品,食品偏好,有無食品偏好,有
78,食品,飲食習慣,是否為素食者,是
78,寵物,寵物偏好,有無養寵物,無
79,基本類別,基本類別,性別,女
79,基本類別,基本類別,年齡區間,40-49
79,基本類別,基本類別,星座,水瓶座
79,基本類別,基本類別,居住縣市,新北市鶯歌區
79,基本類別,基本類別,會員等級,A級會員
79,基本類別,基本類別,會員年資分組,15年以上-20年以下
79,保健,保健功效,可推薦商品類別,眼睛保健
79,保健,保健功效,可推薦商品類別,提升調節免疫力
79,保健,保健功效,可推薦商品類別,護肝/抗疲勞
79,保健,保健功效,可推薦商品類別,體重管理
79,保健,高健康意識,是否有高健康意識,是
79,宗教商品,宗教風水偏好,有無宗教商品偏好,有
79,旅遊,旅遊偏好,旅遊國家偏好,台灣
79,旅遊,旅遊偏好,旅遊國家偏好,歐美
79,旅遊,旅遊偏好,有無旅遊偏好,有
79,生活,生活用品偏好,有無生活用品偏好,有
79,美容,美容偏好,有無美容偏好,有
79,美容,美容偏好,美妝保養類型偏好,醫美
79,美容,美容偏好,美妝保養類型偏好,護膚SPA
79,食品,食品偏好,有無食品偏好,有
79,寵物,寵物偏好,有無養寵物,無
80,基本類別,基本類別,性別,女
80,基本類別,基本類別,年齡區間,70-79
80,基本類別,基本類別,星座,雙子座
80,基本類別,基本類別,居住縣市,新北市板橋區
80,基本類別,基本類別,會員等級,A級會員
80,基本類別,基本類別,會員年資分組,15年以上-20年以下
80,基本類別,基本類別,職業,退休族
80,保健,保健功效,可推薦商品類別,加強心血管機能
80,保健,保健功效,可推薦商品類別,美容養顏
80,保健,保健功效,可推薦商品類別,強化靈活關節
80,保健,保健功效,可推薦商品類別,眼睛保健
80,保健,高健康意識,是否有高健康意識,是
80,旅遊,旅遊偏好,旅遊國家偏好,日韓
80,旅遊,旅遊偏好,旅遊國家偏好,歐美
80,旅遊,旅遊偏好,有無旅遊偏好,有
80,生活,生活用品偏好,有無生活用品偏好,有
80,美容,美容偏好,有無美容偏好,有
80,美容,美容偏好,美妝保養類型偏好,護膚SPA
80,食品,食品偏好,有無食品偏好,有
80,食品,飲食習慣,是否曾買過素食,是
80,寵物,寵物偏好,有無養寵物,無
81,基本類別,基本類別,性別,女
81,基本類別,基本類別,年齡區間,60-69
81,基本類別,基本類別,星座,金牛座
81,基本類別,基本類別,居住縣市,新北市淡水區
81,基本類別,基本類別,會員等級,A級會員
81,基本類別,基本類別,會員年資分組,15年以上-20年以下
81,基本類別,基本類別,職業,退休族
81,保健,保健功效,可推薦商品類別,加強心血管機能
81,保健,保健功效,可推薦商品類別,強化靈活關節
81,保健,保健功效,可推薦商品類別,眼睛保健
81,保健,保健功效,可推薦商品類別,提升調節免疫力
81,保健,保健功效,可推薦商品類別,體重管理
81,保健,高健康意識,是否有高健康意識,是
81,旅遊,旅遊偏好,旅遊國家偏好,歐美
81,旅遊,旅遊偏好,有無旅遊偏好,有
81,生活,生活用品偏好,有無生活用品偏好,有
81,美容,美容偏好,有無美容偏好,有
81,食品,食品偏好,有無食品偏好,有
81,食品,飲食習慣,是否為素食者,是
81,寵物,寵物偏好,有無養寵物,無
82,基本類別,基本類別,性別,女
82,基本類別,基本類別,年齡區間,60-69
82,基本類別,基本類別,星座,天秤座
82,基本類別,基本類別,居住縣市,新北市樹林區
82,基本類別,基本類別,會員等級,A級會員
82,基本類別,基本類別,會員年資分組,15年以上-20年以下
82,保健,保健功效,可推薦商品類別,加強心血管機能
82,保健,保健功效,可推薦商品類別,美容養顏
82,保健,保健功效,可推薦商品類別,體重管理
82,保健,高健康意識,是否有高健康意識,是
82,保健,網路瀏覽行為,保健瀏覽,體重管理
